name,date_apr,date,lot,kettle,compay,wled,base_oil_pct,base_gr_pct,liq_add_pct,sol_add_pct,si_pct,total_pct,pen,elco_xx,Flag for Removal,thickener,adj_base_pct,adj_sol_pct,adj_liq_pct,adj_si_pct,rework
Huskey EP Lith,5/26/23,146,U25188I,BK2,Huskey,500 kg,0.3917935,0.55,0.06,0.00,0.00,1.00,286,TRUE,FALSE,LX,0.8962868,0.0000000,0.1037132,0.0000000,0.0000000
Lucas Marine Grease #2,8/15/22,227,X15108H,BK2,Lucas,500 kg,0.1522427,0.82,0.02,0.01,0.00,1.00,269,FALSE,FALSE,SMG,0.9668232,0.0113506,0.0218262,0.0000000,0.5967224
Molylube 3%Moly EP GR LC 0,12/1/23,335,2311290228,BK2,Calumet,620 kg,0.6360722,0.28,0.02,0.06,0.00,1.00,369,FALSE,FALSE,LX,0.7788595,0.1761706,0.0449699,0.0000000,0.0000000
Molylube 3%Moly EP GR LC 0,11/29/23,333,2311220187,BK2,Calumet,620 kg,0.6116152,0.31,0.02,0.06,0.00,1.00,372,FALSE,FALSE,LX,0.7943925,0.1593458,0.0462617,0.0000000,0.0000000
Molylube 5% Moly EP GR AC 1,4/25/22,115,2204250211,BK2,Calumet,800 kg,0.4499845,0.47,0.01,0.07,0.00,1.00,317,FALSE,FALSE,AX,0.8548384,0.1239013,0.0212603,0.0000000,0.0000000
Molylube 5% Moly EP GR AC 1,5/6/22,126,2204280264,BK2,Calumet,800 kg,0.2608571,0.66,0.01,0.07,0.00,1.00,321,FALSE,FALSE,AX,0.8890607,0.0947043,0.0162350,0.0000000,0.0000000
Molylube 5% Moly EP GR AC 1,10/19/22,292,2210190131,BK2,Calumet,800 kg,0.0319793,0.97,0.00,0.00,0.00,1.00,322,FALSE,FALSE,AX,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Molylube 5% Moly EP GR AC 1,10/21/22,294,2210190144,BK2,Calumet,800 kg,0.3180000,0.60,0.01,0.07,0.00,1.00,325,FALSE,FALSE,AX,0.8797654,0.1026393,0.0175953,0.0000000,0.0000000
Molylube EP Grease AC 1,11/28/22,332,2211280176,BK2,Calumet,620 KGF ,0.1720512,0.76,0.02,0.05,0.00,1.00,330,FALSE,FALSE,AX,0.9235742,0.0549988,0.0214269,0.0000000,0.0000000
Molylube EP Grease AC 2,3/24/23,83,2303230202,BK2,Calumet,620 kgf,0.2000084,0.75,0.01,0.03,0.00,1.00,282,FALSE,FALSE,AX,0.9399969,0.0415165,0.0184866,0.0000000,0.0000000
MOLYLUBE MULTIPURPOSE EP GR 1 ,7/15/22,196,2207130083,BK2,Calumet ,350 kg,0.2424733,0.71,0.05,0.00,0.00,1.00,322,FALSE,FALSE,AX,0.9349459,0.0050050,0.0600491,0.0000000,0.1613380
MOLYLUBE MULTIPURPOSE EP GR 1 ,5/12/22,132,2205110079,BK2,Calumet ,350 kg,0.3186713,0.63,0.05,0.00,0.00,1.00,315,FALSE,FALSE,AX,0.9237955,0.0063344,0.0698701,0.0000000,0.1224224
MOLYLUBE MULTIPURPOSE EP GR 1 ,5/12/22,132,2205040035,BK2,Calumet ,350 kg,0.3957509,0.58,0.02,0.00,0.00,1.00,320,FALSE,FALSE,AX,0.9640710,0.0061342,0.0297948,0.0000000,0.0890512
MOLYLUBE MULTIPURPOSE EP GR 1 ,7/13/22,194,2207110047,BK2,Calumet ,350 kg,0.4066545,0.66,0.05,0.00,0.00,1.12,320,FALSE,FALSE,AX,1.1125385,0.0066727,0.0803472,0.0000000,0.1058712
MOLYLUBE MULTIPURPOSE EP GR 1 ,5/20/22,140,2205130113,BK2,Calumet ,350 kg,0.5124731,0.55,0.08,0.00,0.00,1.15,324,FALSE,FALSE,AX,1.1266548,0.0092949,0.1644916,0.0000000,0.1277598
MOLYLUBE MULTIPURPOSE EP GR 1 ,7/6/22,187,2207050028,BK2,Calumet ,350 kg,0.1141874,0.83,0.05,0.00,0.00,1.00,324,FALSE,FALSE,AX,0.9389583,0.0045977,0.0564441,0.0000000,0.0000000
MOLYLUBE MULTIPURPOSE EP GR 1 ,7/9/22,190,2207070043,BK2,Calumet ,350 kg,0.2364587,0.71,0.05,0.00,0.00,1.00,326,FALSE,FALSE,AX,0.9254296,0.0057132,0.0688573,0.0000000,0.1154043
MOLYLUBE MULTIPURPOSE EP GR 1 ,11/21/22,325,2211170134,BK2,Calumet ,350 kg,0.1015451,0.84,0.05,0.00,0.00,1.00,326,FALSE,FALSE,AX,0.9403425,0.0043672,0.0552903,0.0000000,0.0000000
MOLYLUBE MULTIPURPOSE EP GR 1 ,11/21/22,325,2211180153,BK2,Calumet ,350 kg,0.1894549,0.76,0.05,0.00,0.00,1.00,327,FALSE,FALSE,AX,0.9349508,0.0050020,0.0600472,0.0000000,0.0000000
MOLYLUBE MULTIPURPOSE EP GR 1 ,7/13/23,194,2307110033,BK2,Calumet ,350 kg,0.2928636,0.66,0.04,0.00,0.00,1.00,329,FALSE,FALSE,AX,0.9371542,0.0048326,0.0580132,0.0000000,0.0000000
Red N Tacky #2,4/29/23,119,T27225I,BK2,Lucas,315 kg,0.3358414,0.59,0.08,0.00,0.00,1.00,268,TRUE,FALSE,LI,0.8835853,0.0000000,0.1164147,0.0000000,0.0000000
Red N Tacky #2,5/2/23,122,U01016I,BK2,Lucas,315 kg,0.2687577,0.64,0.09,0.00,0.00,1.00,270,TRUE,FALSE,LI,0.8793572,0.0000000,0.1206428,0.0000000,0.0000000
Red N Tacky #2,5/10/23,130,U09082I,BK2,Lucas,315 kg,0.4108868,0.55,0.04,0.00,0.00,1.00,270,TRUE,FALSE,LI,0.9382613,0.0000000,0.0617387,0.0000000,0.0000000
Red N Tacky #2,5/30/23,150,U26223I,BK2,Lucas,315 kg,0.2618394,0.65,0.09,0.00,0.00,1.00,270,TRUE,FALSE,LI,0.8836588,0.0000000,0.1163412,0.0000000,0.1207001
Red N Tacky #2,5/4/23,124,U02026I,BK2,Lucas,315 kg,0.3978281,0.53,0.07,0.00,0.00,1.00,273,TRUE,FALSE,LI,0.8875798,0.0000000,0.1124202,0.0000000,0.0000000
Red N Tacky #2,5/13/23,133,U12114I,BK2,Lucas,315 kg,0.2977928,0.62,0.08,0.00,0.00,1.00,273,TRUE,FALSE,LI,0.8887299,0.0000000,0.1112701,0.0000000,0.0000000
Red N Tacky #2,5/16/23,136,U12114I,BK2,Lucas,315 kg,0.3046995,0.62,0.07,0.00,0.00,1.00,273,TRUE,FALSE,LI,0.8929112,0.0000000,0.1070888,0.0000000,0.0000000
Red N Tacky #2,5/22/23,142,U20166I,BK2,Lucas,315 kg,0.4087626,0.52,0.07,0.00,0.00,1.00,273,TRUE,FALSE,LI,0.8790339,0.0000000,0.1209661,0.0000000,0.0000000
Red N Tacky #2,6/3/23,154,V03034I,BK2,Lucas,315 kg,0.4001366,0.54,0.06,0.00,0.00,1.00,275,TRUE,FALSE,LI,0.8990131,0.0000000,0.1009869,0.0000000,0.0000000
Red N Tacky #2,4/25/23,115,T21171I,BK2,Lucas,315 kg,0.3801683,0.56,0.06,0.00,0.00,1.00,276,TRUE,FALSE,LI,0.9006437,0.0000000,0.0993563,0.0000000,0.0000000
Red N Tacky #2,5/19/23,139,U19154I,BK2,Lucas,315 kg,0.3522714,0.58,0.07,0.00,0.00,1.00,277,TRUE,FALSE,LI,0.8895355,0.0000000,0.1104645,0.0000000,0.0000000
Red N Tacky #2,4/28/23,118,T26205I,BK2,Lucas,315 kg,0.3370607,0.58,0.08,0.00,0.00,1.00,278,TRUE,FALSE,LI,0.8786432,0.0000000,0.1213568,0.0000000,0.0000000
Red N Tacky #2,5/8/23,128,U08067I,BK2,Lucas,315 kg,0.2751303,0.66,0.07,0.00,0.00,1.00,278,TRUE,FALSE,LI,0.9073081,0.0000000,0.0926919,0.0000000,0.0000000
Red N Tacky #2,5/26/23,146,U25189I,BK2,Lucas,315 kg,0.3619588,0.55,0.09,0.00,0.00,1.00,281,TRUE,FALSE,LI,0.8639107,0.0000000,0.1360893,0.0000000,0.2142216
Red N Tacky #2,6/1/23,152,V01003I,BK2,Lucas,315 kg,0.4074087,0.52,0.07,0.00,0.00,1.00,285,TRUE,FALSE,LI,0.8770204,0.0000000,0.1229796,0.0000000,0.0142091
Red N Tacky #2,9/7/22,250,X26264H,BK2,Lucas,315 kg,0.2875814,0.65,0.06,0.00,0.00,1.00,270,TRUE,FALSE,LX,0.9189987,0.0000000,0.0810013,0.0000000,0.0000000
Red N Tacky #2,9/10/22,253,Y10064H,BK2,Lucas,315 kg,0.2934820,0.63,0.08,0.00,0.00,1.00,271,TRUE,FALSE,LX,0.8850409,0.0000000,0.1149591,0.0000000,0.0000000
Red Tak Polyplex #2,6/17/22,168,V14107H,BK2,Lucas,315kg,0.1051124,0.81,0.08,0.00,0.00,1.00,269,FALSE,FALSE,LX,0.9100875,0.0016966,0.0882158,0.0000000,0.0291040
Red Tak Polyplex #2,6/23/22,174,V20140H,BK2,Lucas,315kg,0.0657576,0.85,0.08,0.00,0.00,1.00,269,FALSE,FALSE,LX,0.9081551,0.0015837,0.0902612,0.0000000,0.0000000
Red Tak Polyplex #2,7/5/22,186,V30232H,BK2,Lucas,315kg,0.0000000,0.90,0.10,0.00,0.00,1.00,277,FALSE,FALSE,LX,0.9014580,0.0000000,0.0985420,0.0000000,0.1151808
Red Tak Polyplex #2,6/27/22,178,V27186H,BK2,Lucas,315kg,0.0000000,0.92,0.08,0.00,0.00,1.00,278,FALSE,FALSE,LX,0.9200503,0.0000000,0.0799497,0.0000000,0.0000000
RP Paper Mill Grease,11/17/23,321,2311160142,BK2,Calumet,none,0.0547602,0.78,0.16,0.00,0.00,1.00,305,FALSE,FALSE,AX,0.8300919,0.0000000,0.1699081,0.0000000,0.0000000
RP Thermax Grease 680,10/13/23,286,2310060075,BK2,Calumet,none,0.0000000,0.91,0.09,0.00,0.00,1.00,276,FALSE,FALSE,AX,0.9090496,0.0000000,0.0909504,0.0000000,0.0000000
RP Thermax Grease 680,11/3/23,307,2310310286,BK2,Calumet,none,0.0987680,0.81,0.09,0.00,0.00,1.00,280,FALSE,FALSE,AX,0.9039623,0.0000000,0.0960377,0.0000000,0.0000000
RP Ultra-Performance Grease #2,10/6/23,279,2310040042,BK2,Calumet,315kg ,0.0000000,0.84,0.16,0.00,0.00,1.00,280,FALSE,FALSE,AX,0.8370860,0.0000000,0.1629140,0.0000000,0.0000000
RP Ultra-Performance Grease #2,8/14/23,226,2308080085,BK2,Calumet,315kg ,0.1332889,0.70,0.16,0.00,0.00,1.00,287,FALSE,FALSE,AX,0.8131488,0.0000000,0.1868512,0.0000000,0.0000000
RSC Heavy Haul #1.5,8/21/23,233,X21185I,BK2,RS Claire,620 kg @ 1470 rpm,0.0628360,0.82,0.00,0.12,0.00,1.00,301,FALSE,FALSE,AX,0.8770022,0.1229978,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,6/21/21,172,V21136G,BK2,RS Claire,620 kg @ 1470 rpm,0.0544963,0.92,0.00,0.03,0.00,1.00,291,FALSE,FALSE,RSC,0.9683072,0.0316928,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,2/17/21,48,R16113G,BK2,RS Claire,620 kg @ 1470 rpm,0.0568949,0.91,0.00,0.03,0.00,1.00,300,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,9/22/21,265,Y22107G,BK2,RS Claire,620 kg @ 1470 rpm,0.0234305,0.86,0.00,0.11,0.00,1.00,300,FALSE,FALSE,RSC,0.8839395,0.1160605,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,5/13/21,133,U12051G,BK2,RS Claire,620 kg @ 1470 rpm,0.0350035,0.93,0.00,0.03,0.00,1.00,301,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,5/18/21,138,U15088G,BK2,RS Claire,620 kg @ 1470 rpm,0.0491071,0.92,0.00,0.03,0.00,1.00,301,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,11/12/20,317,A12072F,BK2,RS Claire,620 kg @ 1470 rpm,0.0430229,0.93,0.00,0.03,0.00,1.00,302,FALSE,FALSE,RSC,0.9683072,0.0316928,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,1/8/21,8,Q07017G,BK2,RS Claire,620 kg @ 1470 rpm,0.0500095,0.92,0.00,0.03,0.00,1.00,302,FALSE,FALSE,RSC,0.9683072,0.0316928,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,1/9/21,9,Q09038G,BK2,RS Claire,620 kg @ 1470 rpm,0.0500096,0.92,0.00,0.03,0.00,1.00,302,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,11/7/20,312,A06025F,BK2,RS Claire,620 kg @ 1470 rpm,0.0500096,0.92,0.00,0.03,0.00,1.00,303,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,8/9/21,221,X06040G,BK2,RS Claire,620 kg @ 1470 rpm,0.0826262,0.89,0.00,0.03,0.00,1.00,303,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,11/9/21,313,A05034G,BK2,RS Claire,620 kg @ 1470 rpm,0.0194321,0.85,0.10,0.03,0.00,1.00,304,FALSE,FALSE,RSC,0.8700233,0.0298549,0.1001217,0.0000000,0.0000000
RSC Heavy Haul #1.5,11/23/20,328,A20146F,BK2,RS Claire,620 kg @ 1470 rpm,0.0323483,0.94,0.00,0.03,0.00,1.00,304,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,8/11/21,223,X08041G,BK2,RS Claire,620 kg @ 1470 rpm,0.0889861,0.88,0.00,0.03,0.00,1.00,304,FALSE,FALSE,RSC,0.9675658,0.0324342,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,8/13/21,225,X10042G,BK2,RS Claire,620 kg @ 1470 rpm,0.0801703,0.89,0.00,0.03,0.00,1.00,304,FALSE,FALSE,RSC,0.9675658,0.0324342,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,11/4/21,308,A04008G,BK2,RS Claire,620 kg @ 1470 rpm,0.0304296,0.91,0.03,0.03,0.00,1.00,305,FALSE,FALSE,RSC,0.9430318,0.0308144,0.0261538,0.0000000,0.0000000
RSC Heavy Haul #1.5,5/10/21,130,U06022G,BK2,RS Claire,620 kg @ 1470 rpm,0.0277936,0.94,0.00,0.03,0.00,1.00,305,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,5/21/21,141,U19111G,BK2,RS Claire,620 kg @ 1470 rpm,0.0594172,0.91,0.00,0.03,0.00,1.00,305,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,6/2/21,153,V02001G,BK2,RS Claire,620 kg @ 1470 rpm,0.0628044,0.91,0.00,0.03,0.00,1.00,305,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,11/18/20,323,A17116F,BK2,RS Claire,620 kg @ 1470 rpm,0.0568413,0.91,0.00,0.03,0.00,1.00,306,FALSE,FALSE,RSC,0.9673430,0.0326570,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,2/12/21,43,R11049G,BK2,RS Claire,620 kg @ 1470 rpm,0.0703704,0.90,0.00,0.03,0.00,1.00,306,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,9/28/21,271,X12043G,BK2,RS Claire,620 kg @ 1470 rpm,0.0259357,0.94,0.00,0.04,0.00,1.00,306,FALSE,FALSE,RSC,0.9612912,0.0387088,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,11/2/21,306,Z30172G,BK2,RS Claire,620 kg @ 1470 rpm,0.0182162,0.93,0.02,0.03,0.00,1.00,306,FALSE,FALSE,RSC,0.9464881,0.0309765,0.0225354,0.0000000,0.0000000
RSC Heavy Haul #1.5,6/1/21,152,U29181G,BK2,RS Claire,620 kg @ 1470 rpm,0.0661673,0.90,0.00,0.03,0.00,1.00,307,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Heavy Haul #1.5,1/15/21,15,Q12053G,BK2,RS Claire,620 kg @ 1470 rpm,0.0486205,0.92,0.00,0.03,0.00,1.00,308,FALSE,FALSE,RSC,0.9683094,0.0316906,0.0000000,0.0000000,0.0000000
RSC Rail King #1.5,8/28/23,240,X25210I,BK2,RS Claire,800kg,0.0000000,0.89,0.00,0.11,0.00,1.00,300,FALSE,FALSE,RSC,0.8873354,0.1126646,0.0000000,0.0000000,0.0000000
RSC Rail King #1.5,8/29/23,241,X28237I,BK2,RS Claire,800kg,0.0089018,0.88,0.00,0.12,0.00,1.00,300,FALSE,FALSE,RSC,0.8836562,0.1163438,0.0000000,0.0000000,0.0000000
RSC Rail King #1.5,8/30/23,242,X29257I,BK2,RS Claire,800kg,0.0088147,0.87,0.00,0.12,0.00,1.00,309,FALSE,FALSE,RSC,0.8749333,0.1250667,0.0000000,0.0000000,0.0000000
RSC Rail King #1.5,9/1/23,244,X31281I,BK2,RS Claire,800kg,0.0000000,0.88,0.00,0.12,0.00,1.00,311,FALSE,FALSE,RSC,0.8828497,0.1171503,0.0000000,0.0000000,0.0000000
RSC Rail King #1.5,8/31/23,243,X30262I,BK2,RS Claire,800kg,0.0000000,0.88,0.00,0.12,0.00,1.00,313,FALSE,FALSE,RSC,0.8837439,0.1162561,0.0000000,0.0000000,0.0000000
SMG 500B #2,8/10/22,222,X06056H,BK2,PRO One,500 kg,0.1335283,0.83,0.02,0.01,0.00,1.00,270,FALSE,FALSE,SMG,0.9604642,0.0168900,0.0226458,0.0000000,0.0000000
SMG 500B #2,8/12/22,224,X11104H,BK2,PRO One,500 kg,0.1208719,0.85,0.02,0.01,0.00,1.00,275,FALSE,FALSE,SMG,0.9655200,0.0146411,0.0198389,0.0000000,0.0000000
Termalene Multipurpose EP GR 1,10/6/22,279,2209300219,BK2,Calumet,350 kg,0.2441191,0.72,0.04,0.00,0.00,1.00,317,FALSE,FALSE,AX,0.9511344,0.0000000,0.0488656,0.0000000,0.0000000
Termalene Multipurpose EP GR 1,10/14/22,287,2210110062,BK2,Calumet,350 kg,0.1559758,0.80,0.05,0.00,0.00,1.00,318,FALSE,FALSE,AX,0.9444213,0.0000000,0.0555787,0.0000000,0.0000000
Termalene Multipurpose EP GR 2,9/30/22,273,2209300218,BK2,Calumet,350 kg,0.0000000,0.96,0.04,0.00,0.00,1.00,282,FALSE,FALSE,AX,0.9571968,0.0000000,0.0428032,0.0000000,0.0000000
Termalene Multipurpose EP GR 2,11/8/23,312,2310310287,BK2,Calumet,350 kg,0.0964375,0.86,0.04,0.00,0.00,1.00,291,FALSE,FALSE,AX,0.9531599,0.0000000,0.0468401,0.0000000,0.0000000
Tomlith 220B #2,8/4/22,216,X02026H,BK2,Maxima,500 kg,0.2153198,0.72,0.07,0.00,0.00,1.00,267,FALSE,FALSE,LX,0.9165282,0.0000000,0.0834718,0.0000000,0.0000000
XP 9900 460 #2,1/5/23,5,Q03006I,BK2,Blue Star,500 kg,0.2272247,0.64,0.08,0.05,0.00,1.00,270,FALSE,FALSE,LX,0.8324672,0.0697484,0.0977845,0.0000000,0.0000000
Molylube 5% Moly EP GR AC 150-0,7/11/23,192,2307060019,BK2,Calumet,800 kg,0.5467746,0.36,0.01,0.08,0.00,1.00,378,FALSE,FALSE,AX,0.7975372,0.1669777,0.0268161,0.0086689,0.0000000
Termalene Multipurpose EP GR 2,7/25/23,206,2307210144,BK2,Calumet,350 kg,0.0000000,0.95,0.05,0.00,0.00,1.00,289,FALSE,FALSE,AX,0.9480650,0.0000000,0.0477635,0.0041715,0.0000000
Red N Tacky #1,4/25/23,115,T21167I,BK2,Lucas,315 kg,0.4170989,0.51,0.07,0.00,0.00,1.00,332,TRUE,FALSE,LI,0.8755717,0.0000000,0.1244283,0.0000000,0.0002190
HD AC 180A #2,2/23/23,54,R22215I,BK3,Pack Logix,none,0.0533942,0.91,0.02,0.00,0.02,1.00,275,FALSE,FALSE,AX,0.9642039,0.0000000,0.0198867,0.0159094,0.0000000
HD AC 180A #2,2/21/23,52,R18164I,BK3,Pack Logix,none,0.0600661,0.91,0.02,0.00,0.01,1.00,289,FALSE,FALSE,AX,0.9663507,0.0000000,0.0224687,0.0106994,0.0677622
FPL 112 Gear Guard #0,8/12/23,224,X10104I,BK3,Frontier,400 kg,0.5108653,0.39,0.07,0.03,0.00,1.00,375,FALSE,FALSE,LI,0.7930072,0.0616560,0.1453368,0.0000000,0.0000000
FPL 120 #2 Clean Grease ,8/10/23,222,X07063I,BK3,Frontier,315kg,0.1512062,0.81,0.04,0.00,0.00,1.00,284,TRUE,FALSE,LI,0.9571247,0.0000000,0.0428753,0.0000000,0.0000000
FPL 121 CON AG #2 ,6/27/22,178,V27204H,BK3,Frontier ,500 kg,0.1268095,0.80,0.08,0.00,0.00,1.00,269,FALSE,FALSE,LX,0.9125866,0.0000000,0.0874134,0.0000000,0.0314507
FPL 121 Con-Ag #3 ,4/7/22,97,T05054H,BK3,Frontier,500 kg,0.0000000,0.91,0.09,0.00,0.00,1.00,231,FALSE,FALSE,LX,0.9119678,0.0000000,0.0880322,0.0000000,0.0000000
FPL 123 Con-Ag w/ Moly #2,6/19/23,170,V16135I,BK3,Frontier,500 kg,0.5098575,0.39,0.04,0.06,0.00,1.00,287,TRUE,FALSE,LI,0.7992339,0.1152726,0.0854935,0.0000000,0.0000000
Huskey EP Lith,2/6/23,37,R03042I,BK3,Huskey,500 kg,0.2600678,0.66,0.08,0.00,0.00,1.00,266,TRUE,FALSE,LX,0.8940545,0.0000000,0.1059455,0.0000000,0.0000000
Huskey EP Lith,5/23/22,143,U18143H,BK3,Huskey,500 kg,0.5177655,0.40,0.08,0.00,0.00,1.00,270,TRUE,FALSE,LX,0.8389061,0.0000000,0.1610939,0.0000000,0.0000000
Huskey EP Lith,5/16/22,136,U16133H,BK3,Huskey,500 kg,0.4223889,0.50,0.08,0.00,0.00,1.00,271,TRUE,FALSE,LX,0.8671317,0.0000000,0.1328683,0.0000000,0.0000000
Lucas Marine Grease #2,6/6/22,157,V02013H,BK3,Lucas,500 kg,0.0842999,0.89,0.01,0.01,0.00,1.00,266,FALSE,FALSE,SMG,0.9763437,0.0114628,0.0121935,0.0000000,0.0000000
Lucas Marine Grease #2,12/3/22,337,B02013H,BK3,Lucas,500 kg,0.1507190,0.83,0.01,0.01,0.00,1.00,267,FALSE,FALSE,SMG,0.9754208,0.0116192,0.0129599,0.0000000,0.0326357
Lucas Marine Grease #2,6/10/22,161,V08068H,BK3,Lucas,500 kg,0.0918997,0.89,0.01,0.01,0.00,1.00,267,FALSE,FALSE,SMG,0.9763626,0.0114573,0.0121801,0.0000000,0.0000000
Lucas Marine Grease #2,6/21/22,172,V20118H,BK3,Lucas,500 kg,0.0408658,0.94,0.01,0.01,0.00,1.00,267,FALSE,FALSE,SMG,0.9760859,0.0114574,0.0124567,0.0000000,0.0000000
Lucas Marine Grease #2,12/8/22,342,B07051H,BK3,Lucas,500 kg,0.1650168,0.82,0.01,0.01,0.00,1.00,268,FALSE,FALSE,SMG,0.9761519,0.0114073,0.0124408,0.0000000,0.0000000
Lucas Marine Grease #2,5/16/23,136,U16124I,BK3,Lucas,500 kg,0.2087158,0.77,0.01,0.01,0.00,1.00,268,FALSE,FALSE,SMG,0.9716857,0.0136563,0.0146579,0.0000000,0.0000000
Lucas Marine Grease #2,7/21/23,202,W20138I,BK3,Lucas,500 kg,0.1879433,0.79,0.01,0.01,0.00,1.00,268,FALSE,FALSE,SMG,0.9752547,0.0114993,0.0132460,0.0000000,0.0000000
Lucas Marine Grease #2,12/6/22,340,B06032H,BK3,Lucas,500 kg,0.1403312,0.84,0.01,0.01,0.00,1.00,270,FALSE,FALSE,SMG,0.9754189,0.0117387,0.0128424,0.0000000,0.0000000
Lucas Marine Grease #2,12/10/22,344,B10094H,BK3,Lucas,500 kg,0.1835103,0.80,0.01,0.01,0.00,1.00,270,FALSE,FALSE,SMG,0.9772222,0.0108721,0.0119057,0.0000000,0.0000000
Lucas Marine Grease #2,6/24/22,175,V22162H,BK3,Lucas,500 kg,0.0851193,0.89,0.01,0.01,0.00,1.00,270,FALSE,FALSE,SMG,0.9769808,0.0111150,0.0119041,0.0000000,0.0000000
Lucas Marine Grease #2,12/9/22,343,B09089H,BK3,Lucas,500 kg,0.1636795,0.82,0.01,0.01,0.00,1.00,273,FALSE,FALSE,SMG,0.9760007,0.0114552,0.0125442,0.0000000,0.0000000
Lucas Marine Grease #2,4/6/22,96,T04045H,BK3,Lucas,500 kg,0.0962580,0.88,0.01,0.01,0.00,1.00,273,FALSE,FALSE,SMG,0.9763458,0.0113907,0.0122635,0.0000000,0.0000000
Lucas Marine Grease #2,10/17/23,290,Z16139I,BK3,Lucas,500 kg,0.0983461,0.88,0.01,0.01,0.00,1.00,273,FALSE,FALSE,SMG,0.9780345,0.0105652,0.0114003,0.0000000,0.0000000
Lucas Marine Grease #2,12/2/22,336,B05027H,BK3,Lucas,500 kg,0.1232260,0.86,0.01,0.01,0.00,1.00,275,FALSE,FALSE,SMG,0.9757934,0.0114431,0.0127635,0.0000000,0.0331634
Lucas Marine Grease #2,7/25/23,206,W24169I,BK3,Lucas,500 kg,0.1354407,0.87,0.01,0.01,0.00,1.03,275,FALSE,FALSE,SMG,1.0084825,0.0131153,0.0141692,0.0000000,0.0396859
Lucas Marine Grease #2,7/25/23,206,W25209I,BK3,Lucas,500 kg,0.1238538,0.85,0.01,0.01,0.00,1.00,275,FALSE,FALSE,SMG,0.9757117,0.0116156,0.0126726,0.0000000,0.0377041
Lucas Marine Grease #2,8/4/23,216,X03025I,BK3,Lucas,500 kg,0.1573617,0.82,0.01,0.01,0.00,1.00,275,FALSE,FALSE,SMG,0.9767457,0.0111692,0.0120851,0.0000000,0.0193813
Lucas Marine Grease #2,10/13/23,286,Z12172I,BK3,Lucas,500 kg,0.0562499,0.92,0.01,0.01,0.00,1.00,275,FALSE,FALSE,SMG,0.9753571,0.0114437,0.0131992,0.0000000,0.0345583
Lucas Marine Grease #2,10/14/23,287,Z13137I,BK3,Lucas,500 kg,0.1169480,0.86,0.01,0.01,0.00,1.00,275,FALSE,FALSE,SMG,0.9766359,0.0112689,0.0120953,0.0000000,0.0369637
Lucas Marine Grease #2,12/12/22,346,B12101H,BK3,Lucas,500 kg,0.1832356,0.80,0.01,0.01,0.00,1.00,277,FALSE,FALSE,SMG,0.9763560,0.0113341,0.0123099,0.0000000,0.0000000
Lucas Marine Grease #2,5/4/23,124,U04036I,BK3,Lucas,500 kg,0.1926494,0.78,0.01,0.01,0.00,1.00,278,FALSE,FALSE,SMG,0.9716205,0.0136685,0.0147110,0.0000000,0.0000000
Lucas Marine Grease #2,5/10/23,130,U09080I,BK3,Lucas,500 kg,0.1907234,0.79,0.01,0.01,0.00,1.00,278,FALSE,FALSE,SMG,0.9727964,0.0130864,0.0141171,0.0000000,0.0000000
Lucas Marine Grease #2,6/6/22,157,V06029H,BK3,Lucas,500 kg,0.1365713,0.84,0.01,0.01,0.00,1.00,278,FALSE,FALSE,SMG,0.9763485,0.0114788,0.0121727,0.0000000,0.0000000
